Shipment ID;Booking Number;BL Number;Customer Name;Incoterm;Cargo Type;Commodity;Cargo Volume CBM;Container Type;Container Qty;Origin Port;Destination Port;Vessel Name;Shipping Line;ETD;ETA;Actual Departure;Actual Arrival;Cut Off Time;Closing Time;Total Charge USD;Shipment Status;Priority Level;PIC Name;Created Date;Last Update Timestamp
SHP0169;BKG000169;BL000169;PT Golden Arch Supply;FOB;LCL;Chemicals;03.34;40GP;2;  Singapore;Jakarta;MV Pacific Trader;OceanLink Shipping;17/08/24;26/08/24 00.00;17/08/24 17.00;27/08/24 02.00;15/08/24;16/08/24;4771.60;Customs Clearance;Low;Dimas Saputra;07/08/24;28/08/24
SHP0170;BKG000170;BL000170;PT Skyline Distribution;EXW;LCL;Food Products;39.13.00;40HC;7;Shenzhen;Jakarta;MV Pacific Trader;BlueWave Lines;07/12/25;13/12/25 00.00;07/12/25 01.00;;05/12/25;06/12/25;7360.20.00;In Transit;Medium;Nadia Lestari;27/11/25;27/12/25
SHP0171;BKG000171;BL000171;PT Velocity Electronics;CIF;FCL;Consumer Electronics;76.19.00;20GP;1;shenzhen;Semarang;MV Sea Pioneer;TransMarine Logistics;03/09/24;11/09/24 00.00;03/09/24 11.00;11/09/24 18.00;01/09/24;02/09/24;5431.60;Customs Clearance;Medium;Budi Santoso;24/08/24;04/09/24
SHP0172;BKG000172;BL000172;PT Aurora Trading;EXW;FCL;Food Products;496.00.00;20GP;19;Hong Kong;Surabaya;MV Emerald Passage;OceanLink Shipping;13/07/25;23/07/25 00.00;23/07/25 00.00;25/07/25 20.00;11/07/25;12/07/25;28940.00;Delivered;Low;Cindy Wijaya;03/07/25;22/07/25
SHP0173;BKG000173;BL000173;PT Terra Logistics Partners;EXW;FCL;Chemicals;0,346527778;40HC;6;Hong Kong ;Jakarta;MV Emerald Passage;Pacific  Horizon  Shipping;26/08/25;01/09/25 00.00;25/08/25 21.00;;24/08/25;25/08/25;4379.60;In Transit;Medium;Budi Santoso;16/08/25;10/09/25
SHP0174;BKG000174;BL000174;PT Zenith Industrial;DAP;LCL;Industrial Equipment;75.23.00;40GP;2;Shenzhen;Jakarta;MV Northern Tide;Pacific Horizon Shipping;14/02/24;23/02/24 00.00;18/02/24 00.00;23/02/24 07.00;12/02/24;13/02/24;5542.20.00;Customs Clearance;Low;Kevin Halim;04/02/24;17/02/24
SHP0175;BKG000175;BL000175;PT Skyline Distribution;EXW;FCL;Textiles;15.19;40HC;3;Port Klang;Jakarta;MV Coral Voyager;Eastern Cargo Line;11/10/25;20/10/25 00.00;11/10/25 12.00;20/10/25 02.00;09/10/25;10/10/25;3407.60;Customs Clearance;Low;Budi Santoso;01/10/25;12/10/25
SHP0176;BKG000176;BL000176;PT Pacific Consumer Goods;DAP;LCL;Industrial Equipment;23.28;40GP;2;Hong Kong;Semarang;MV Pacific Trader;OceanLink Shipping;09/11/24;15/11/24 00.00;11/11/24 00.00;;07/11/24;08/11/24;3655.20.00;At Origin;Medium;Andi Pratama;30/10/24;21/11/24
SHP0177;BKG000177;BL000177;PT Pacific Consumer Goods;EXW;LCL;Textiles;73.35.00;40GP;4;Shenzhen;Jakarta;MV Coral Voyager;Eastern Cargo Line;29/10/24;10/11/24 00.00;30/10/24 00.00;12/11/24 16.00;27/10/24;28/10/24;5943.00.00;Customs Clearance;Low;Andi Pratama;19/10/24;05/11/24
SHP0178;BKG000178;BL000178;PT Zenith Industrial;EXW;LCL;Consumer Electronics;11.49;40HC;8;Shenzhen;Semarang;MV Ocean Star;Global Route Shipping;22/06/25;01/07/25 00.00;22/06/25 03.00;;20/06/25;21/06/25;6952.60;In Transit;Medium;Indah Permata;12/06/25;05/07/25
SHP0179;BKG000179;BL000179;PT Lunar Components;EXW;FCL;Industrial Equipment;50.74;40GP;8;Singapore;Jakarta;MV Ocean Star;OceanLink Shipping;24/07/24;01/08/24 00.00;28/07/24 00.00;04/08/24 22.00;22/07/24;23/07/24;7807.60;Delivered;Low;Rizky Kurniawan;14/07/24;27/07/24
SHP0180;BKG000180;BL000180;PT Pacific Consumer Goods;DAP;LCL;Consumer Electronics;50.43.00;40HC;7;Hong Kong;Jakarta;MV Pacific Trader; Eastern Cargo Line;23/07/24;07/08/24 00.00;30/07/24 00.00;;21/07/24;22/07/24;8099.04.00;In Transit;High;Andi Pratama;13/07/24;30/07/24
SHP0181;BKG000181;BL000181;PT Skyline Distribution;FOB;LCL;Food Products;24.44.00;40GP;7;Hong Kong;Jakarta;MV Pacific Trader;TransMarine Logistics;25/09/24;06/10/24 00.00;25/09/24 18.00;;23/09/24;24/09/24;6794.60;At Origin;Low;Cindy Wijaya;15/09/24;04/10/24
SHP0182;BKG000182;BL000182;PT Alpha Manufacturing;EXW;FCL;Industrial Equipment;83.88;40GP;4;Shenzhen;Semarang;MV Coral Voyager;BlueWave Lines;20/04/25;28/04/25 00.00;20/04/25 23.00;30/04/25 14.00;18/04/25;19/04/25;8345.20.00;Delivered;Low;Budi Santoso;10/04/25;09/05/25
SHP0183;BKG000183;BL000183;PT Golden Arch Supply;CIF;LCL;Food Products;84.27.00;40GP;4;Shanghai;Jakarta;MV Silver Current;Eastern Cargo Line;24/07/24;31/07/24 00.00;24/07/24 02.00;01/08/24 16.00;22/07/24;23/07/24;6824.80;Delivered;Low;Budi Santoso;14/07/24;13/08/24
SHP0184;BKG000184;BL000184;PT Crescent Holdings;EXW;FCL;Industrial Equipment;72.57.00;40HC;3;Shanghai;Semarang;MV Emerald Passage;Eastern Cargo Line;17/06/24;27/06/24 00.00;16/06/24 19.00;;15/06/24;16/06/24;5739.80;In Transit; Medium;Dimas Saputra;07/06/24;01/07/24
SHP0185;BKG000185;BL000185;PT Vertex Manufacturing;CIF;FCL;Chemicals;0,254861111;40GP;5;Shanghai;Jakarta;MV Atlas Voyager;Maritime Connect Lines;10/03/25;25/03/25 00.00;10/03/25 22.00;;08/03/25;09/03/25;5757.80;In Transit;Low;Nadia Lestari;28/02/25;21/03/25
SHP0186;BKG000186;BL000186;PT Falcon Dynamics;EXW;FCL;Industrial Equipment;35.44.00;40HC;5;Shanghai;Semarang;MV Coral Voyager;BlueWave Lines;24/08/24;01/09/24 00.00;24/08/24 03.00;;22/08/24;23/08/24;6001.60;In Transit;Low;Andi Pratama;14/08/24;04/09/24
SHP0187;BKG000187;BL000187;PT Ocean Retail Group;FOB;LCL;Food Products;32.62;40GP;2;Shanghai;Jakarta;MV Island Navigator;OceanLink Shipping;03/08/24;19/08/24 00.00;06/08/24 00.00;19/08/24 12.00;01/08/24;02/08/24;5526.80;Delivered;Medium;Fajar Nugroho;24/07/24;19/08/24
SHP0188;BKG000188;BL000188;PT Nova Electronics;FOB;FCL;Consumer Electronics;32.30.00;20GP;5;Singapore;Jakarta;MV Blue Horizon;Pacific Horizon Shipping;03/11/24;08/11/24 00.00;02/11/24 22.00;;01/11/24;02/11/24;6245.00.00;Customs Clearance;Medium;Indah Permata;24/10/24;07/11/24
SHP0189;BKG000189;BL000189;PT Alpha Manufacturing;FOB;FCL;Textiles;36.61;20GP;1;Singapore;Jakarta;MV Pacific Trader;Northstar Freight Lines;07/04/24;14/04/24 00.00;07/04/24 19.00;;05/04/24;06/04/24;4999.68;In Transit;High;Andi Pratama;28/03/24;19/04/24
SHP0190;BKG000190;;PT Vertex Manufacturing;FOB;LCL;Consumer Electronics;76.12.00;40GP;5;Shanghai;Surabaya;MV Coral Voyager;Pacific Horizon Shipping;09/11/25;24/11/25 00.00;09/11/25 19.00;;07/11/25;08/11/25;8154.80;In Transit;Low;Andi Pratama;30/10/25;27/11/25
SHP0191;BKG000191;BL000191;PT Summit Foods;DAP;LCL;Chemicals;26.95;40HC;4;Shanghai;Jakarta;MV Island Navigator;BlueWave Lines;13/02/24;20/02/24 00.00;12/02/24 22.00;20/02/24 07.00;11/02/24;12/02/24;5372.00.00;Delivered;Low;Cindy Wijaya;03/02/24;15/02/24
SHP0192;BKG000192;BL000192;PT Alpha Manufacturing;FOB;FCL;Chemicals;76.01.00;20GP;7;Shenzhen;Jakarta;MV Pacific Trader;BlueWave Lines;22/08/24;27/08/24 00.00;22/08/24 20.00;30/08/24 00.00;20/08/24;21/08/24;7492.40.00;Delivered;Low;Andi Pratama;12/08/24;10/09/24
SHP0193;BKG000193;BL000193;PT Pacific Consumer Goods;CIF;FCL;Textiles;31.68;20GP;1;Shanghai;Jakarta;MV Maritime Spirit;Eastern Cargo Line;04/03/24;21/03/24 00.00;04/03/24 21.00;21/03/24 13.00;02/03/24;03/03/24;5376.20.00;Customs Clearance;Medium;Andi Pratama;23/02/24;
SHP0194;BKG000194;BL000194;PT Prime Components;FOB;FCL;Chemicals;15.03;40HC;3;Shanghai;Surabaya;MV Crystal Mariner;BlueWave Lines;20/02/25;06/03/25 00.00;20/02/25 15.00;;18/02/25;19/02/25;3472.20.00;In Transit;Low;Andi Pratama;10/02/25;23/02/25
SHP0195;BKG000195;BL000195;PT Alpha Manufacturing;FOB;FCL;Chemicals;78.26.00;20GP;6;Shenzhen;Jakarta;MV Ocean Star;BlueWave Lines;03/12/24;18/12/24 00.00;02/12/24 22.00;;01/12/24;02/12/24;8551.40.00;At Origin;Low;Cindy Wijaya;23/11/24;12/12/24
SHP0196;BKG000196;BL000196;PT Atlas Components;CIF;LCL;Food Products;74.62;40HC;5;Busan;Jakarta;MV Maritime Spirit;Global Route Shipping;27/11/25;15/12/25 00.00;27/11/25 08.00;;25/11/25;26/11/25;7452.80;Customs Clearance;Low;Andi Pratama;17/11/25;04/12/25
SHP0197;BKG000197;BL000197;PT Prime Components;FOB;LCL;Food Products;71.84;40HC;6;Shenzhen;Jakarta;MV Coral Voyager;OceanVista Carriers;02/12/25;16/12/25 00.00;05/12/25 00.00;16/12/25 13.00;30/11/25;01/12/25;7581.60;Customs Clearance;Medium;Andi Pratama;22/11/25;03/12/25
SHP0198;BKG000198;BL000198;PT Ocean Retail Group;EXW;LCL;Textiles;28.35.00;20GP;6;Hong Kong;Jakarta;MV Aurora Navigator;Global Route Shipping;01/05/25;15/05/25 00.00;06/05/25 00.00;16/05/25 17.00;29/04/25;30/04/25;5726.00.00;Delivered;Low;Cindy Wijaya;21/04/25;04/05/25
SHP0199;BKG000199;BL000199;PT Aurora Trading;CIF;FCL;Chemicals;62.10.00;20GP;7;Shanghai;Jakarta;MV Coral Voyager;Eastern Cargo Line;05/07/25;21/07/25 00.00;08/07/25 00.00;;03/07/25;04/07/25;9510.00.00;In Transit;High;Cindy Wijaya;25/06/25;18/07/25
SHP0200;BKG000200;BL000200;PT Skyline Distribution;CIF;FCL;Food Products;48.39.00;20GP;3;Singapore;Jakarta;MV Eastern Pearl;OceanLink Shipping;13/09/25;16/09/25 00.00;13/09/25 18.00;16/09/25 07.00;11/09/25;12/09/25;6380.60;Customs Clearance;Low;Budi Santoso;03/09/25;30/09/25
SHP0201;BKG000201;BL000201;PT Alpha Manufacturing;FOB;LCL;Food Products;25.44.00;40GP;6;Port  Klang;Semarang;MV Blue Horizon;TransMarine Logistics;02/03/25;12/03/25 00.00;02/03/25 17.00;11/03/25 09.00;28/02/25;01/03/25;5867.60;Delivered;Low;Andi Pratama;20/02/25;14/03/25
SHP0202;BKG000202;BL000202;PT Lunar Components;EXW;LCL;Industrial Equipment;68.09.00;20GP;8;Singapore;Surabaya;MV Coral Voyager;Pacific Horizon Shipping;01/05/24;09/05/24 00.00;01/05/24 13.00;09/05/24 09.00;29/04/24;30/04/24;11376.72;Customs Clearance;High;Cindy Wijaya;21/04/24;20/05/24
SHP0203;BKG000203;BL000203;PT Pacific Consumer Goods;DAP;FCL;Industrial Equipment;70.01.00;20GP;7;Hong Kong;Jakarta;MV Southern Crest;TransMarine Logistics ;26/08/25;09/09/25 00.00;26/08/25 03.00;;24/08/25;25/08/25;8056.40.00;At Origin;Low;Nadia Lestari;16/08/25;07/09/25
SHP0204;BKG000204;BL000204;PT Pacific Consumer Goods;DAP;FCL;Chemicals;47.41.00;20GP;3;Port Klang;Semarang;MV Ocean Star;BlueWave Lines;19/02/24;22/02/24 00.00;29/02/24 00.00;01/03/24 00.00;17/02/24;18/02/24;6635.40.00;Delivered;Medium;Cindy Wijaya;09/02/24;02/03/24
SHP0205;BKG000205;BL000205;PT Vertex Manufacturing;DAP;LCL;Food Products;11.54;40GP;6;Shenzhen;Surabaya;MV Southern Crest;Pacific Horizon Shipping;21/07/24;01/08/24 00.00;20/07/24 19.00;;19/07/24;20/07/24;6516.60;In Transit;Low;Fajar Nugroho;11/07/24;04/08/24
SHP0206;BKG000206;BL000206;PT Summit Foods;EXW;LCL;Consumer Electronics;26.23.00;40GP;7;Hong Kong;Surabaya;MV Coastal Venture;TransMarine Logistics;02/07/25;16/07/25 00.00;01/07/25 21.00;18/07/25 19.00;30/06/25;01/07/25;5166.20.00;Delivered;Low;Maya Putri;22/06/25;21/07/25
SHP0207;BKG000207;BL000207;PT Summit Foods;FOB;LCL;Consumer Electronics;83.84;20GP;3; Busan;Semarang;MV Ocean Star;Pacific Horizon Shipping;12/03/24;24/03/24 00.00;;;10/03/24;11/03/24;7401.60;At Origin;Low;Dimas Saputra;02/03/24;25/03/24
SHP0208;BKG000208;BL000208;PT Zenith Industrial;EXW;LCL;Chemicals;0,885416667;40HC;2;Shenzhen;Jakarta;MV Pacific Trader;Pacific Horizon Shipping;26/05/24;05/06/24 00.00;26/05/24 14.00;;24/05/24;25/05/24;4358.40.00;In Transit;High;Cindy Wijaya;16/05/24;02/06/24
SHP0209;BKG000209;BL000209;PT Infinity Manufacturing;CIF;FCL;Chemicals;46.05.00;40GP;1;Busan ;Semarang;MV Atlas Voyager;Global Route Shipping;15/05/24;29/05/24 00.00;;;13/05/24;14/05/24;4714.80;At Origin;High;Maya Putri;05/05/24;18/05/24
SHP0210;BKG000210;BL000210;PT Falcon Dynamics;DAP;FCL;Industrial Equipment;375.00.00;20GP;27;Singapore;Semarang;MV Ocean Star;GLOBAL ROUTE SHIPPING;17/08/24;25/08/24 00.00;19/08/24 00.00;25/08/24 23.00;15/08/24;16/08/24;32614.00;Customs Clearance;Low;Fajar Nugroho;07/08/24;01/09/24
SHP0211;BKG000211;BL000211;PT Vertex Manufacturing;FOB;FCL;Textiles;74.81;20GP;8;Shanghai;Surabaya;MV Pacific Trader;TransMarine Logistics;01/04/25;09/04/25 00.00;03/04/25 00.00;;30/03/25;31/03/25;8140.40.00;In Transit;Medium;Cindy Wijaya;22/03/25;08/04/25
SHP0212;BKG000212;BL000212;PT Skyline Distribution;CIF;FCL;Textiles;25.59.00;40GP;2;Busan ;Surabaya;MV Coral Voyager;BlueWave Lines;16/08/24;28/08/24 00.00;20/08/24 00.00;;14/08/24;15/08/24;3611.60;At Origin;Low;Cindy Wijaya;06/08/24;18/08/24
SHP0213;BKG000213;BL000213;PT Orion Consumer Products;EXW;FCL;Food Products;41.95;40HC;8;Shanghai;Surabaya;MV Northern Tide;OceanLink Shipping;14/03/24;22/03/24 00.00;17/03/24 00.00;22/03/24 04.00;12/03/24;13/03/24;7757.00.00;Customs Clearance;Low;Sarah Amelia;04/03/24;31/03/24
SHP0214;BKG000214;BL000214;PT Pacific Consumer Goods;CIF;LCL;Consumer Electronics;82.96;40HC;1;Singapore;Surabaya;MV Coral Voyager;OceanLink Shipping;28/09/24;01/10/24 00.00;27/09/24 21.00;01/10/24 14.00;26/09/24;27/09/24;6634.40.00;Customs Clearance;Low;Cindy Wijaya;18/09/24;04/10/24
SHP0215;BKG000215;BL000215;PT Alpha Manufacturing;DAP;LCL;Consumer Electronics;72.79;40GP;2;Port Klang;Jakarta;MV Coral Voyager;Pacific Horizon Shipping;28/06/24;04/07/24 00.00;27/06/24 20.00;;26/06/24;27/06/24;6862.60;At Origin;Low;Fajar Nugroho;18/06/24;09/07/24
SHP0216;BKG000216;BL000216;PT Lunar Components;DAP;LCL;Chemicals;33.14.00;40HC;1;Shanghai;Semarang;MV Ocean Star;Global Route Shipping;21/04/24;04/05/24 00.00;21/04/24 23.00;;19/04/24;20/04/24;5190.60;At Origin;Low;Cindy Wijaya;11/04/24;26/04/24
SHP0217;BKG000217;BL000217;PT Ocean Retail Group;FOB;FCL;Food Products;70.67;20GP;2;Port Klang;Surabaya;MV Emerald Passage;Archipelago Maritime;29/01/24;03/02/24 00.00;02/02/24 00.00;;27/01/24;28/01/24;7253.76;In Transit;High;Budi Santoso;19/01/24;05/02/24
SHP0218;BKG000218;BL000218;PT Golden Arch Supply;CIF;LCL;Food Products;52.34.00;40HC;8;Singapore;Jakarta;MV Blue Horizon;EASTERN CARGO LINE;09/05/24;12/05/24 00.00;09/05/24 12.00;;07/05/24;08/05/24;8167.60;In Transit;Low;Rizky Kurniawan;29/04/24;17/05/24
SHP0219;BKG000219;BL000219;PT Ocean Retail Group;EXW;LCL;Consumer Electronics;63.58.00;20GP;1;Shenzhen;Jakarta;MV Coral Voyager;Archipelago Maritime;01/05/24;14/05/24 00.00;01/05/24 04.00;13/05/24 07.00;29/04/24;30/04/24;6059.20.00;Delivered;Medium;Dimas Saputra;21/04/24;08/05/24
SHP0220;BKG000220;BL000220;PT Lunar Components;FOB;LCL;Industrial Equipment;0,252777778;40GP;1;Shenzhen;Jakarta;MV Coral Voyager;Pacific Horizon Shipping;12/08/24;19/08/24 00.00;12/08/24 22.00;;10/08/24;11/08/24;2834.60;In Transit;Low;Maya Putri;02/08/24;29/08/24
SHP0221;BKG000221;BL000221;PT Vertex Manufacturing;FOB;FCL;Textiles;293.00.00;20GP;23;Busan;Jakarta;MV Maritime Spirit;BlueWave Lines;03/01/24;14/01/24 00.00;;;01/01/24;02/01/24;41825.00;At Origin; Low;Sarah Amelia;24/12/23;10/01/24
SHP0222;BKG000222;BL000222;PT Ocean Retail Group;CIF;LCL;Consumer Electronics;55.92;20GP;6;Busan;Jakarta;MV Pacific Trader;BlueWave Lines;05/05/24;22/05/24 00.00;05/05/24 16.00;24/05/24 12.00;03/05/24;04/05/24;7452.80;Delivered;Medium;Andi Pratama;25/04/24;14/05/24
SHP0223;BKG000223;BL000223;PT Falcon Dynamics;CIF;FCL;Consumer Electronics;0,375;20GP;4;Hong Kong;Jakarta;MV Ocean Explorer;OceanLink Shipping;08/12/24;16/12/24 00.00;08/12/24 10.00;;06/12/24;07/12/24;5632.00.00;In Transit;Low;Cindy Wijaya;28/11/24;10/12/24
SHP0224;BKG000224;BL000224;PT Stellar Commerce;FOB;FCL;Textiles;84.96;40GP;5;Busan;Jakarta;MV Pacific Trader;Archipelago Maritime;17/03/25;24/03/25 00.00;17/03/25 08.00;25/03/25 07.00;15/03/25;16/03/25;7130.40.00;Delivered;Low;Budi Santoso;07/03/25;21/03/25
SHP0225;BKG000225;BL000225;PT Lunar Components;DAP;LCL;Chemicals;03.16;40HC;1;Port Klang;Jakarta;MV Atlas Voyager;OceanLink Shipping;29/04/25;03/05/25 00.00;29/04/25 09.00;;27/04/25;28/04/25;2293.40.00;Customs Clearance;Low;Andi Pratama;19/04/25;10/05/25
SHP0226;BKG000226;BL000226;PT Falcon Dynamics;EXW;LCL;Industrial Equipment;0,336805556;20GP;8;Shanghai;Jakarta;MV Blue Horizon;TransMarine Logistics;17/11/24;29/11/24 00.00;17/11/24 01.00;;15/11/24;16/11/24;5062.00.00;In Transit;Medium;Kevin Halim;07/11/24;20/11/24
SHP0227;BKG000227;BL000227;PT Terra Logistics Partners;EXW;FCL;Chemicals;55.73;40HC;3;Busan;Semarang;MV Pacific Trader;BlueWave Lines;23/09/24;04/10/24 00.00;23/09/24 09.00;;21/09/24;22/09/24;6597.20.00;Customs Clearance;Low;Cindy Wijaya;13/09/24;30/09/24
SHP0228;BKG000228;BL000228;PT Summit Foods;FOB;FCL;Food Products;28.74;20GP;2;Hong Kong;Jakarta;MV Emerald Passage;OceanLink Shipping;25/05/24;04/06/24 00.00;25/05/24 16.00;05/06/24 17.00;23/05/24;24/05/24;5175.12.00;Delivered;High;Nadia Lestari;15/05/24;11/06/24
SHP0229;BKG000229;BL000229;PT Horizon Industries;DAP;LCL;Food Products;37.99;40HC;3;Shenzhen;Semarang;MV Pacific Trader;Pacific Horizon Shipping;12/04/24;19/04/24 00.00;11/04/24 19.00;19/04/24 14.00;10/04/24;11/04/24;4415.60;Customs Clearance;Low;Budi Santoso;02/04/24;13/04/24
SHP0230;BKG000230;BL000230;PT Pacific Consumer Goods;DAP;LCL;Cntr Parts;0,143055556;20GP;2;Singapore;Jakarta;MV Sapphire Route;Northstar Freight Lines;25/12/24;01/01/25 00.00;25/12/24 22.00;02/01/25 03.00;23/12/24;24/12/24;4104.40.00;Customs Clearance; Low;Cindy Wijaya;15/12/24;30/12/24
SHP0231;BKG000231;BL000231;PT Zenith Industrial;CIF;FCL;Consumer Electronics;327.00.00;40GP;29;Port Klang;Surabaya;MV Sapphire Route;Pacific Horizon Shipping;01/04/24;10/04/24 00.00;01/04/24 00.00;11/04/24 18.00;30/03/24;31/03/24;46231.00;Customs Clearance;Low;Andi Pratama;22/03/24;
SHP0232;BKG000232;BL000232;PT Zenith Industrial;EXW;FCL;Chemicals;59.08.00;20GP;7; Port Klang;Jakarta;MV Coral Voyager;OceanVista Carriers;19/10/24;28/10/24 00.00;19/10/24 15.00;31/10/24 06.00;17/10/24;18/10/24;8229.20.00;Delivered;Low;Indah Permata;09/10/24;01/11/24
SHP0233;BKG000233;BL000233;PT Ocean Retail Group;FOB;LCL;Textiles;64.61;20GP;7;Singapore;Jakarta;MV Silver Current;TransMarine Logistics;28/04/24;04/05/24 00.00;28/04/24 16.00;;26/04/24;27/04/24;8711.40.00;At Origin;Medium;Cindy Wijaya;18/04/24;05/05/24
SHP0234;BKG000234;BL000234;PT Velocity Electronics;FOB;FCL;Textiles;21.57;40HC;4;Hong Kong;Jakarta;MV Blue Horizon;OceanLink Shipping;22/07/25;30/07/25 00.00;22/07/25 20.00;;20/07/25;21/07/25;5619.80;At Origin;Medium;Budi Santoso;12/07/25;08/08/25
SHP0235;BKG000235;BL000235;PT Skyline Distribution;EXW;LCL;Chemicals;08.55;40GP;6;Singapore;Jakarta;MV Maritime Spirit;OceanLink Shipping;28/09/24;01/10/24 00.00;28/09/24 09.00;03/10/24 13.00;26/09/24;27/09/24;4329.00.00;Delivered;Low;Andi Pratama;18/09/24;07/10/24
SHP0236;BKG000236;BL000236;PT Ocean Retail Group;EXW;FCL;Textiles;59.06.00;40GP;3;Busan;Surabaya;MV Sapphire Route;TransMarine Logistics;26/01/24;06/02/24 00.00;26/01/24 11.00;05/02/24 15.00;24/01/24;25/01/24;6134.40.00;Customs Clearance;Medium;Fajar Nugroho;16/01/24;01/02/24
SHP0237;BKG000237;BL000237;PT Harbor Distribution;CIF;FCL;Industrial Equipment;40.63;20GP;4;Port Klang;Semarang;MV Ocean Star;OceanLink Shipping;05/04/25;09/04/25 00.00;;;03/04/25;04/04/25;6497.04.00;At Origin;High;Andi Pratama;26/03/25;11/04/25
SHP0238;BKG000238;BL000238;PT Prime Components;EXW;FCL;Textiles;81.73;20GP;8;Shanghai;Surabaya;MV Blue Horizon;OceanVista Carriers;07/06/25;21/06/25 00.00;07/06/25 19.00;22/06/25 17.00;05/06/25;06/06/25;11232.24;Customs Clearance;High;Maya Putri;28/05/25;13/06/25
SHP0239;BKG000239;BL000239;PT Alpha Manufacturing;CIF;FCL;Chemicals;55.46.00;40GP;8;Shenzhen;Jakarta;MV Pacific Trader;Pacific Horizon Shipping;14/06/24;21/06/24 00.00;16/06/24 00.00;;12/06/24;13/06/24;8253.40.00;In Transit;Low;Cindy Wijaya;04/06/24;28/06/24
SHP0240;BKG000240;BL000240;PT Nova Electronics;CIF;FCL;Food Products;168.00.00;40HC;20;Shenzhen;Surabaya;MV Sapphire Route;Global Route Shipping;28/02/24;07/03/24 00.00;28/02/24 01.00;;26/02/24;27/02/24;29634.00;In Transit;Low;Cindy Wijaya;18/02/24;13/03/24
SHP0241;BKG000241;BL000241;PT Quantum Retail;FOB;LCL;Chemicals;78.60;40GP;2;Hong Kong;Jakarta;MV Blue Horizon;OceanLink Shipping;23/10/24;02/11/24 00.00;23/10/24 07.00;04/11/24 04.00;21/10/24;22/10/24;5901.00.00;Delivered;Low;Budi Santoso;13/10/24;08/11/24
SHP0242;BKG000242;BL000242;PT Horizon Industries;CIF;LCL;Consumer Electronics;54.11.00;40GP;7; Shanghai;Semarang;MV Coral Voyager;OceanVista Carriers;25/07/25;05/08/25 00.00;26/07/25 00.00;06/08/25 02.00;23/07/25;24/07/25;8878.08.00;Customs Clearance;High;Andi Pratama;15/07/25;27/07/25
SHP0243;BKG000243;BL000243;PT Skyline Distribution;EXW;LCL;Industrial Equipment;61.66;40HC;3;Shenzhen;Surabaya;MV Southern Crest;OceanLink Shipping;10/01/24;24/01/24 00.00;12/01/24 00.00;;08/01/24;09/01/24;5805.40.00;In Transit;Low;Cindy Wijaya;31/12/23;15/01/24
SHP0244;BKG000244;BL000244;PT Orion Consumer Products;EXW;LCL;Chemicals;89.80;40HC;4;Port Klang;Jakarta;MV Blue Horizon;BlueWave Lines;10/11/25;13/11/25 00.00;11/11/25 00.00;;08/11/25;09/11/25;7140.00.00;At Origin;Medium;Fajar Nugroho;31/10/25;29/11/25
SHP0245;BKG000245;BL000245;PT Infinity Manufacturing;DAP;FCL;Food Products;163.00.00;40HC;17; Shenzhen;Surabaya;MV Coastal Venture;Archipelago Maritime;23/03/25;02/04/25 00.00;23/03/25 18.00;;21/03/25;22/03/25;34852.00;In Transit;Low;Cindy Wijaya;13/03/25;11/04/25
SHP0246;BKG000246;BL000246;PT Nova Electronics;CIF;FCL;Textiles;42.03.00;40HC;1;SHANGHAI;Jakarta;MV Northern Tide;OceanLink Shipping;18/09/24;30/09/24 00.00;19/09/24 00.00;01/10/24 09.00;16/09/24;17/09/24;3724.20.00;Customs Clearance;Low ;Kevin Halim;08/09/24;19/09/24
SHP0247;BKG000247;BL000247;PT Pacific Consumer Goods;DAP;FCL;Consumer Electronics;250.00.00;20GP;28;Shanghai;Jakarta;MV Island Navigator; OceanLink Shipping;27/06/24;05/07/24 00.00;26/06/24 19.00;06/07/24 12.00;25/06/24;26/06/24;37382.00;Customs Clearance;Low;Rizky Kurniawan;17/06/24;13/07/24
SHP0248;BKG000248;BL000248;PT Sapphire Consumer;FOB;FCL;Textiles;341.00.00;40GP;23;Busan;Surabaya;MV Pacific Trader;pacific horizon shipping;28/09/24;12/10/24 00.00;30/09/24 00.00;12/10/24 16.00;26/09/24;27/09/24;38634.00;Delivered;Low;Andi Pratama;18/09/24;12/10/24
SHP0249;BKG000249;BL000249;PT Alpha Manufacturing;FOB;FCL;Textiles;15.40;40HC;8;Shenzhen;Jakarta;MV Pacific Trader;Pacific Horizon Shipping;28/04/25;05/05/25 00.00;;;26/04/25;27/04/25;6933.00.00;At Origin;Low;Budi Santoso;18/04/25;05/05/25
SHP0250;BKG000250;BL000250;PT Nova Electronics;EXW;LCL;Consumer Electronics;0,216666667;40HC;1;Shanghai;Jakarta;MV Pacific Trader;Pacific Horizon Shipping;21/09/24;08/10/24 00.00;;;19/09/24;20/09/24;2422.80;At Origin;Medium;Budi Santoso;11/09/24;28/09/24
SHP0251;BKG000251;BL000251;PT Pacific Consumer Goods;CIF;LCL;Industrial Equipment;74.78;40HC;5;Shenzhen;Surabaya;MV Ocean Star;BlueWave Lines;04/03/24;10/03/24 00.00;04/03/24 23.00;12/03/24 11.00;02/03/24;03/03/24;6905.20.00;Customs Clearance;Low;Indah Permata;23/02/24;06/03/24
